Season,Round,Driver,Team,Position,teammate_points,teammate_podium,teammate_finish_delta,teammate_points_delta,avg_teammate_finish_delta_last_n,avg_teammate_points_delta_last_n,constructor_standing_prev,avg_team_finish,reliability_to_date_prev,pace_rank_prev,is_sprint_weekend,constructor_points_prev,avg_finish_to_date_prev,avg_points_to_date_prev,dnf_rate_to_date_prev,avg_team_finish_last_15,team_points_last_15,team_dnf_rate_last_15,practice_best_lap_mean,practice_avg_lap_mean,practice_long_run_pace_mean,practice_session_rank_mean,podium_finish,quali_fastest_lap_sec,gap_to_pole_sec,raw_quali_rank,teammate_fastest_lap_sec,delta_to_teammate_sec,grid_position_proxy,q1_sec,q2_sec,q3_sec,made_q2,made_q3,grid_penalty_delta_proxy,grid_penalty_applied_proxy
2024,1,ALB,Williams,15.0,0.0,0.0,5.0,0.0,0.05515097246476,0.0349406624367004,1.0,17.5,0.7694879862778201,5.456310679611651,0.0,0.0,10.453909994175111,10.19606730143622,0.2305120137221799,0.0,0.0,0.2313847200983123,92.29366666666664,110.03314087301588,110.26423148148147,13.0,0.0,90.221,1.0559999999999974,13.0,90.77,-0.5489999999999924,13.0,90.397,90.221,0.0,1,0,0.0,0
2024,2,ALB,Williams,11.0,0.0,0.0,3.0,0.0,5.0,0.0,6.0,12.5,1.0,9.0,0.0,0.0,17.5,0.0,0.0,17.5,0.0,0.0,90.11466666666666,106.16607706766918,103.74805036630038,13.666666666666666,0.0,88.98,1.5080000000000098,12.0,89.526,-0.5459999999999923,12.0,89.107,88.98,0.0,1,0,0.0,0
2024,3,ALB,Williams,11.0,5.1067073170731705,0.1509146341463414,0.0,0.0,4.0,0.0,7.0,11.0,1.0,8.0,0.0,0.0,15.0,0.0,0.0,15.0,0.0,0.0,78.601,95.69753809523807,93.43038392857142,12.5,0.0,77.13,1.2149999999999892,12.0,83.950781201849,1.3236930160110036,12.0,77.13,77.167,0.0,1,0,0.0,0
2024,4,ALB,Williams,20.0,0.0,0.0,-3.0,0.0,4.0,0.0,8.0,18.5,1.0,8.0,0.0,0.0,13.666666666666666,0.0,0.0,13.666666666666666,0.0,0.0,102.099,112.50263003663002,109.03311111111113,11.666666666666666,0.0,89.714,1.516999999999996,14.0,90.139,-0.4249999999999971,14.0,89.963,89.714,0.0,1,0,0.0,0
2024,5,ALB,Williams,12.0,0.0,0.0,5.0,0.0,1.6666666666666667,0.0,8.0,14.5,0.75,8.0,1.0,0.0,14.875,0.0,0.25,14.875,0.0,0.25,97.229,109.82399999999998,102.94833333333332,8.0,0.0,95.241,1.581000000000003,14.0,96.358,-1.1170000000000044,14.0,95.384,95.241,0.0,1,0,0.0,0
2024,6,ALB,Williams,18.0,0.0,0.0,2.0,0.0,2.5,0.0,8.0,19.0,0.8,8.0,1.0,0.0,14.8,0.0,0.2,14.8,0.0,0.2,89.393,103.8976875,92.741,14.0,0.0,88.343,1.102000000000004,14.0,88.487,-0.1439999999999912,14.0,88.343,88.413,0.0,1,0,0.0,0
2024,7,ALB,Williams,20.0,0.0,0.0,-3.0,0.0,2.4,0.0,9.0,18.5,0.6666666666666667,9.0,0.0,0.0,15.5,0.0,0.3333333333333333,15.5,0.0,0.3333333333333333,77.885,92.30651764705884,96.57693333333332,14.333333333333334,0.0,76.2,1.4540000000000075,15.0,76.731,-0.5309999999999917,14.0,76.524,76.2,0.0,1,0,1.0,1
2024,8,ALB,Williams,9.0,0.0,0.0,6.0,2.0,1.5,0.0,9.0,12.0,0.5714285714285714,9.0,0.0,0.0,15.928571428571429,0.0,0.4285714285714285,15.928571428571429,0.0,0.4285714285714285,72.62066666666668,85.57151825396825,83.34093162393162,12.0,0.0,70.948,0.6779999999999973,10.0,72.02,-1.0720000000000027,9.0,71.623,71.216,70.948,1,1,1.0,1
2024,9,ALB,Williams,17.0,0.0,0.0,3.0,0.0,2.142857142857143,0.2857142857142857,8.0,18.5,0.625,9.0,0.0,2.0,15.4375,0.25,0.375,15.4375,0.25,0.375,75.4285,87.29215178571428,83.72319444444445,13.5,0.0,72.485,0.742999999999995,9.0,72.736,-0.2510000000000048,10.0,72.896,72.485,72.796,1,1,-1.0,1
2024,10,ALB,Williams,18.0,0.0,0.0,2.0,0.0,2.25,0.25,9.0,19.0,0.4444444444444444,10.0,0.0,2.0,15.77777777777778,0.2222222222222222,0.5555555555555556,15.77777777777778,0.2222222222222222,0.5555555555555556,74.65899999999999,86.46346944444444,80.06011904761904,12.333333333333334,0.0,73.153,1.7700000000000102,19.0,73.509,-0.3559999999999945,19.0,73.153,0.0,0.0,0,0,0.0,0
2024,11,ALB,Williams,15.0,0.0,0.0,4.0,0.0,2.2222222222222223,0.2222222222222222,9.0,17.0,0.5,10.0,1.0,2.0,16.1,0.2,0.5,16.1,0.2,0.5,66.995,85.6566875,92.67585714285714,18.0,0.0,65.736,1.4220000000000113,16.0,65.856,-0.1199999999999903,16.0,65.736,0.0,0.0,0,0,0.0,0
2024,12,ALB,Williams,9.0,0.0,0.0,2.0,2.0,2.4,0.2,9.0,10.0,0.5454545454545454,10.0,0.0,2.0,16.181818181818183,0.1818181818181818,0.4545454545454545,16.181818181818183,0.1818181818181818,0.4545454545454545,91.96566666666666,101.76592374727667,100.16140792540791,13.333333333333334,0.0,86.64,0.820999999999998,9.0,87.175,-0.5349999999999966,9.0,91.135,86.933,86.64,1,1,0.0,0
2024,13,ALB,Williams,14.0,0.0,0.0,3.0,0.0,2.363636363636364,0.3636363636363636,9.0,15.5,0.5833333333333333,10.0,0.0,4.0,15.666666666666666,0.3333333333333333,0.4166666666666667,15.666666666666666,0.3333333333333333,0.4166666666666667,78.323,87.72189126984127,86.06475324675324,10.0,0.0,76.429,1.2019999999999982,13.0,76.543,-0.1140000000000043,13.0,77.28,76.429,0.0,1,0,0.0,0
2024,14,ALB,Williams,12.0,0.0,0.0,5.0,0.0,2.4166666666666665,0.3333333333333333,9.0,14.5,0.6153846153846154,9.0,0.0,4.0,15.653846153846152,0.3076923076923077,0.3846153846153846,15.653846153846152,0.3076923076923077,0.3846153846153846,111.81133333333332,115.78177136752136,117.20729629629628,10.333333333333334,0.0,114.473,1.313999999999993,11.0,117.23,-2.757000000000005,11.0,115.722,114.473,0.0,1,0,0.0,0
2024,15,ALB,Williams,14.0,0.0,0.0,2.0,0.0,2.6153846153846154,0.3076923076923077,9.0,15.0,0.6428571428571428,9.0,0.0,4.0,15.571428571428571,0.2857142857142857,0.3571428571428571,15.571428571428571,0.2857142857142857,0.3571428571428571,76.23866666666667,86.11866485507248,86.08768888888888,10.0,0.0,70.653,0.980000000000004,8.0,83.950781201849,1.3236930160110036,10.0,0.0,70.768,70.653,1,1,-2.0,1
2024,16,ALB,Williams,9.0,0.0,0.0,3.0,2.0,2.571428571428572,0.2857142857142857,9.0,10.5,0.6666666666666667,9.0,0.0,4.0,15.533333333333331,0.2666666666666666,0.3333333333333333,15.533333333333331,0.2666666666666666,0.3333333333333333,81.46933333333334,89.06855119047619,86.63719528619528,9.666666666666666,0.0,80.299,0.9720000000000084,9.0,81.061,-0.7620000000000005,9.0,80.542,80.314,80.299,1,1,0.0,0
2024,17,ALB,Williams,7.0,4.0,0.0,1.0,2.0,2.4285714285714284,0.4285714285714285,9.0,7.5,0.6875,9.0,0.0,6.0,15.21875,0.375,0.3125,15.066666666666666,0.4,0.3333333333333333,105.29533333333336,116.0618,117.3532962962963,12.666666666666666,0.0,102.84,1.4750000000000083,10.0,102.473,0.3670000000000044,10.0,102.899,102.84,102.859,1,1,0.0,0
2024,18,ALB,Williams,20.0,0.0,0.0,-9.0,0.0,2.2857142857142856,0.5714285714285714,8.0,15.5,0.7058823529411764,9.0,0.0,16.0,14.764705882352942,0.9411764705882352,0.2941176470588235,14.733333333333333,1.0666666666666669,0.3333333333333333,91.68333333333334,100.83155059523808,97.58058333333332,8.333333333333334,0.0,90.474,0.948999999999998,11.0,90.481,-0.0069999999999907,11.0,90.679,90.474,0.0,1,0,0.0,0
2024,19,ALB,Williams,16.0,1.0,0.0,-6.0,-1.0,1.5333333333333334,0.5333333333333333,8.0,13.0,0.6666666666666667,9.0,1.0,16.0,14.805555555555555,0.8888888888888888,0.3333333333333333,15.033333333333331,1.0666666666666669,0.4,94.618,114.4970588235294,120.215375,14.0,0.0,94.051,1.7210000000000036,16.0,94.062,-0.0109999999999956,16.0,94.051,0.0,0.0,0,0,0.0,0
2024,20,ALB,Williams,19.0,0.0,0.0,-7.0,0.0,1.3333333333333333,0.4666666666666667,8.0,15.5,0.6842105263157895,9.0,0.0,17.0,14.710526315789474,0.8947368421052632,0.3157894736842105,14.666666666666666,1.1333333333333333,0.3333333333333333,78.66149999999999,98.77405,101.01247142857142,14.0,0.0,76.988,1.0420000000000016,9.0,77.558,-0.5700000000000074,9.0,77.189,76.988,77.065,1,1,0.0,0
2024,21,ALB,Williams,18.0,0.0,0.0,-1.0,0.0,0.5333333333333333,0.4666666666666667,8.0,17.5,0.65,9.0,1.0,17.0,14.75,0.85,0.35,14.733333333333333,1.1333333333333333,0.4,70.955,83.104,74.77514285714285,5.0,0.0,84.657,1.2519999999999951,7.0,91.27,-6.613,7.0,89.072,84.657,84.657,1,1,0.0,0
2024,22,ALB,Williams,19.0,0.0,0.0,-5.0,0.0,0.3333333333333333,0.4666666666666667,9.0,16.5,0.5714285714285714,9.0,0.0,17.0,14.88095238095238,0.8095238095238095,0.4285714285714285,14.633333333333333,1.1333333333333333,0.4666666666666667,96.99466666666666,105.90833333333332,106.3105,13.333333333333334,0.0,94.425,2.1129999999999995,18.0,93.746,0.679000000000002,18.0,94.425,0.0,0.0,0,0,0.0,0
